unit_id,source_file,speaker,start_line,end_line,text,descriptive_codes,interpretive_codes,modality,constructs
U3173-1,Master Interviews Transcripts.txt,Laura,5118,5118,"If it is a good coach, it could be 8. But based on my actual experience, I would rate 5.5. Because I did not have a strong human coaching relationship.",human coaching experience,interpretive context,human,general
U3173-2,Master Interviews Transcripts.txt,Laura,5118,5118,"So in practice, it did not move the decision.",general career context,interpretive context,general,general
U3174-1,Master Interviews Transcripts.txt,Anna,5119,5119,And perceived effectiveness of AI tools for that situation?,perceived effectiveness; ai tool usage,interpretive context,ai,effectiveness
U3175-1,Master Interviews Transcripts.txt,Laura,5120,5120,"For my situation, I would say 9. Honestly. It enabled the final decision and action plan.",actionability/structure,effectiveness equals actionability,general,actionability
U3175-2,Master Interviews Transcripts.txt,Laura,5120,5120,"It did not just make me faster, it made me clearer.",general career context,interpretive context,general,general
U3176-1,Master Interviews Transcripts.txt,Anna,5121,5121,What would have made it a 10?,general career context,interpretive context,general,general
U3177-1,Master Interviews Transcripts.txt,Laura,5122,5122,"If it could hold emotions better. Like, if it could help with fear without becoming generic. And if it could guarantee factual accuracy or show sources.",general career context,template advice undermines trust,general,general
U3177-2,Master Interviews Transcripts.txt,Laura,5122,5122,Then I would trust more and it would be even more effective.,trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U3178-1,Master Interviews Transcripts.txt,Anna,5123,5123,"Thank you. That took about a minute, perfect.",general career context,interpretive context,general,general
U3179-1,Master Interviews Transcripts.txt,Anna,5124,5124,"Now, thinking about your preferences, if you could design the ideal support model for a person like you in that situation, would it be human-only, AI-only, or hybrid?",human coaching experience; ai tool usage; hybrid preference,interpretive context,hybrid,general
U3180-1,Master Interviews Transcripts.txt,Laura,5125,5125,"Hybrid. Definitely hybrid. AI for preparation, structure, and follow-up.",ai tool usage; hybrid preference; actionability/structure,interpretive context,hybrid,general
U3180-2,Master Interviews Transcripts.txt,Laura,5125,5125,"Human for emotional containment, accountability, and maybe like one or two key sessions to challenge blind spots.",human coaching experience; ai tool usage; emotional support,emotional support is limited,hybrid,emotional support
U3181-1,Master Interviews Transcripts.txt,Anna,5126,5126,"Can you describe what hybrid would look like, concretely, like over a few weeks?",hybrid preference; actionability/structure,effectiveness equals actionability,hybrid,actionability
U3182-1,Master Interviews Transcripts.txt,Laura,5127,5127,"Yes. Week one, AI helps you map options, values, criteria. Then you meet a human coach to talk about emotional stuff and identity, like what is behind the decision.",human coaching experience; ai tool usage; emotional support,emotional support is limited,hybrid,emotional support
U3182-2,Master Interviews Transcripts.txt,Laura,5127,5127,"Then AI helps you build scenarios and an action plan. Then a human helps you reality-check and also practice conversations. Then AI helps you with execution, like reminders, drafting outreach, tracking progress.",human coaching experience; ai tool usage; actionability/structure,effectiveness equals actionability,hybrid,actionability
U3182-3,Master Interviews Transcripts.txt,Laura,5127,5127,And then a final human session to integrate and reflect.,human coaching experience,interpretive context,human,general
U3183-1,Master Interviews Transcripts.txt,Anna,5128,5128,"How do you feel about the idea of a platform that combines human mentors or coaches with AI support, like AI to structure and humans to support emotionally?",human coaching experience; ai tool usage; emotional support,emotional support is limited,hybrid,emotional support
U3184-1,Master Interviews Transcripts.txt,Laura,5129,5129,"It makes sense. Because the problem is, humans are expensive and not always available. And sometimes you do not need a human for everything.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U3184-2,Master Interviews Transcripts.txt,Laura,5129,5129,"Like, I do not need to pay someone to build a matrix. But I would pay for someone to help me sit with fear and to see patterns. So hybrid is efficient.",hybrid preference,interpretive context,hybrid,general
U3185-1,Master Interviews Transcripts.txt,Anna,5130,5130,What would you need to trust such a hybrid platform?,trust/safety experience; hybrid preference,interpretive context,hybrid,trust
U3186-1,Master Interviews Transcripts.txt,Laura,5131,5131,"Transparency about what AI does and what humans do. Data protection. Like, where do my inputs go.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U3186-2,Master Interviews Transcripts.txt,Laura,5131,5131,"Also quality control of the human side. Like, who are these mentors, are they trained, do they have ethics. And also boundaries.",human coaching experience; ai tool usage; ethical boundary concern,ethics and honesty shape trust,hybrid,ethics
U3186-3,Master Interviews Transcripts.txt,Laura,5131,5131,"Like, do not pretend AI is a therapist. Be honest. If the platform is honest, I trust more.",trust/safety experience; ai tool usage,interpretive context,ai,trust
U3187-1,Master Interviews Transcripts.txt,Anna,5132,5132,What would make you hesitate?,general career context,interpretive context,general,general
U3188-1,Master Interviews Transcripts.txt,Laura,5133,5133,If it feels like a black box. Or if it pushes me to share too much personal data. Or if the human is not good.,human coaching experience,interpretive context,human,general
U3188-2,Master Interviews Transcripts.txt,Laura,5133,5133,"Like one bad mentor can ruin trust. Also if the AI outputs are generic, then why use it. It needs to be personalised, but that conflicts with privacy.",privacy concern; trust/safety experience; human coaching experience,template advice undermines trust; privacy caution limits disclosure,hybrid,trust; privacy
U3188-3,Master Interviews Transcripts.txt,Laura,5133,5133,So that is a tension.,general career context,interpretive context,general,general
U3189-1,Master Interviews Transcripts.txt,Anna,5134,5134,"Yes, that trade-off. Personalisation versus privacy.",privacy concern,privacy caution limits disclosure,general,privacy
U3190-1,Master Interviews Transcripts.txt,Laura,5135,5136,"Exactly. And also, hmm, in Germany, people are sensitive about Datenschutz. I am Spanish, but living here, you absorb it.",language barrier; privacy concern; context sensitivity,human adds nuance and context; privacy caution limits disclosure,general,privacy; context
U3190-2,Master Interviews Transcripts.txt,Laura,5135,5136,9) Closing,general career context,interpretive context,general,general
U3191-1,Master Interviews Transcripts.txt,Anna,5138,5138,"Before we wrap up, is there anything you wish you had known before starting that three-week decision sprint?",general career context,interpretive context,general,general
U3192-1,Master Interviews Transcripts.txt,Laura,5139,5139,"I wish I knew that clarity is not a feeling, but rather a result of action. Like, I thought I need to feel sure, then act. But actually I acted, then I felt more sure.",actionability/structure,effectiveness equals actionability,general,actionability
U3192-2,Master Interviews Transcripts.txt,Laura,5139,5139,And AI helped me act. So I wish I had started earlier.,perceived effectiveness; ai tool usage; ethical boundary concern,ethics and honesty shape trust,ai,effectiveness; ethics
U3193-1,Master Interviews Transcripts.txt,Anna,5140,5140,Any final thoughts on trust and effectiveness that you think are important?,trust/safety experience; perceived effectiveness,interpretive context,general,trust; effectiveness
U3194-1,Master Interviews Transcripts.txt,Laura,5141,5141,No.,general career context,interpretive context,general,general
U3195-1,Master Interviews Transcripts.txt,Anna,5142,5142,"Thank you, Laura. I will stop the recording now.",general career context,interpretive context,general,general
U3196-1,Master Interviews Transcripts.txt,Anna,5154,5154,"Hi Tobias, can you hear me well?",general career context,interpretive context,general,general
U3197-1,Master Interviews Transcripts.txt,Tobias,5155,5155,"Yes, I can hear you. Um, yes, loud and clear.",general career context,interpretive context,general,general
U3198-1,Master Interviews Transcripts.txt,Anna,5156,5156,"Great. Thanks for joining. Before we start, a couple of quick points.",general career context,interpretive context,general,general
U3198-2,Master Interviews Transcripts.txt,Anna,5156,5156,"This is a research interview about trust and perceived effectiveness in different kinds of career support, including human coaching and AI tools. It is voluntary. You can skip any question, and you can stop at any time.",trust/safety experience; perceived effectiveness; human coaching experience,interpretive context,hybrid,trust; effectiveness
U3198-3,Master Interviews Transcripts.txt,Anna,5156,5156,"I will keep your identity anonymous and use a pseudonym. With your permission, I would like to record this for transcription. Is that okay?",privacy concern,privacy caution limits disclosure,general,privacy
U3199-1,Master Interviews Transcripts.txt,Tobias,5157,5157,"Yes, that is okay. Recording is fine.",general career context,interpretive context,general,general
U3200-1,Master Interviews Transcripts.txt,Anna,5158,5158,"Thank you. And just to double check, do you have any questions before we begin?",general career context,interpretive context,general,general
U3201-1,Master Interviews Transcripts.txt,Tobias,5159,5159,Not really. I read the short info you sent. It is fine.,general career context,interpretive context,general,general
U3202-1,Master Interviews Transcripts.txt,Anna,5160,5160,Perfect. I will start the recording now. Okay.,general career context,interpretive context,general,general
U3202-2,Master Interviews Transcripts.txt,Anna,5160,5160,"So, to warm up, could you introduce yourself a bit. Whatever feels relevant for your career situation right now.",general career context,interpretive context,general,general
U3203-1,Master Interviews Transcripts.txt,Tobias,5161,5161,"Sure. Eehm, I am Tobias, well, pseudonym Tobias, I guess. I am 28.",general career context,interpretive context,general,general
U3203-2,Master Interviews Transcripts.txt,Tobias,5161,5161,"I was born in Germany, grew up in Baden Wurttemberg, and I live in Stuttgart. I work as a junior mechanical engineer in a mid size automotive supplier. Um, and I would say I am at that stage where I have, like, enough experience to see how things work, but not enough seniority to really influence it.",language barrier; ethical boundary concern; context sensitivity,human adds nuance and context; ethics and honesty shape trust,general,ethics; context
U3203-3,Master Interviews Transcripts.txt,Tobias,5161,5161,That is kind of the whole issue.,general career context,interpretive context,general,general
U3204-1,Master Interviews Transcripts.txt,Anna,5162,5162,"Mm. Thank you. And you are comfortable speaking mostly English, with some German words if needed?",language barrier; emotional support,emotional support is limited,general,emotional support
U3205-1,Master Interviews Transcripts.txt,Tobias,5163,5163,"Yes. I will probably mix sometimes, like, the German company words. Like Zielvereinbarung and so on.",language barrier,interpretive context,general,general
U3206-1,Master Interviews Transcripts.txt,Anna,5164,5165,Totally fine. 2) Participant context and career situation,context sensitivity,human adds nuance and context,general,context
U3207-1,Master Interviews Transcripts.txt,Anna,5167,5167,"Let us start with your context. What exactly do you do in your job day to day, and what kind of company is it?",context sensitivity,human adds nuance and context,general,context
U3208-1,Master Interviews Transcripts.txt,Tobias,5168,5168,"Okay. So, we are a supplier, not Tier 1 like the huge ones, but also not a tiny workshop. Maybe, like, 800 people.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U3208-2,Master Interviews Transcripts.txt,Tobias,5168,5168,"We do components for thermal management and some structural parts. I am in the development department, Konstruktion, but it is not pure CAD all day. It is, like, a mix.",general career context,interpretive context,general,general
U3208-3,Master Interviews Transcripts.txt,Tobias,5168,5168,"Um, I do design changes, tolerance analysis, and also support testing. Like, if a part fails in testing or if we have a customer issue, then we do root cause analysis, and I have to coordinate with testing, materials, sometimes with suppliers.",ai tool usage; ethical boundary concern; emotional support,ethics and honesty shape trust,ai,ethics
U3209-1,Master Interviews Transcripts.txt,Anna,5169,5169,"So it is design, plus troubleshooting, plus coordination.",general career context,interpretive context,general,general
U3210-1,Master Interviews Transcripts.txt,Tobias,5170,5170,"Exactly. And supplier coordination is the part I did not expect so much. Because at university it is, like, oh you design a thing.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U3210-2,Master Interviews Transcripts.txt,Tobias,5170,5170,"In reality it is, you design a thing, but then you talk to three people, and the supplier says, we cannot do that radius, and purchasing says, cost too high, and the customer says, we need it yesterday.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U3211-1,Master Interviews Transcripts.txt,Anna,5171,5171,That sounds very familiar for automotive.,general career context,interpretive context,general,general
U3212-1,Master Interviews Transcripts.txt,Tobias,5172,5172,"Yes. And Stuttgart is, you know, very automotive. Everybody either works directly for OEMs or for suppliers, or your neighbor does.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U3212-2,Master Interviews Transcripts.txt,Tobias,5172,5172,"So the culture is quite, um, how to say, traditional. Hierarchy, titles, people care about who studied where, what your grade was, who is Dr. Ing.",general career context,interpretive context,general,general
U3212-3,Master Interviews Transcripts.txt,Tobias,5172,5172,"There is a lot of respect for expertise, which is good. But also it can be very rigid.",general career context,interpretive context,general,general
U3213-1,Master Interviews Transcripts.txt,Anna,5173,5173,When did you start in this role?,general career context,interpretive context,general,general
U3214-1,Master Interviews Transcripts.txt,Tobias,5174,5174,"I joined the company about two and a half years ago. Before that I did my master at Hochschule, actually in the region, and I did internships, Werkstudent, at another supplier. So I did not come completely blind.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U3214-2,Master Interviews Transcripts.txt,Tobias,5174,5174,"But still, first full time job, first time being part of a project for real.",general career context,interpretive context,general,general
U3215-1,Master Interviews Transcripts.txt,Anna,5175,5175,"If you think about the last 6 to 12 months, what has been the biggest career decision or turning point for you?",general career context,interpretive context,general,general
U3216-1,Master Interviews Transcripts.txt,Tobias,5176,5176,"Honestly, it was the decision to pay for a private career coach, and then to stop after the first session. And then, to replace that with, um, two things. One is using AI tools for reflection and preparation, and the other is asking a senior colleague to mentor me informally.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U3216-2,Master Interviews Transcripts.txt,Tobias,5176,5176,"That is the biggest shift. Because before, I thought, okay, I need a professional coach, like a structured thing. And now I am, like, skeptical, and I do it differently.",human coaching experience; actionability/structure,interpretive context,human,general
U3217-1,Master Interviews Transcripts.txt,Anna,5177,5177,"We will definitely go into that. Before we go there, can you describe what feeling stuck meant for you. Like, what did the recognition gap look like?",general career context,interpretive context,general,general
U3218-1,Master Interviews Transcripts.txt,Tobias,5178,5178,"Yes. So, the simple story is, I work a lot, I deliver, and I am still seen as, like, junior helper. That is the vibe.",general career context,interpretive context,general,general
U3218-2,Master Interviews Transcripts.txt,Tobias,5178,5178,"It is not that people are mean. It is more subtle. For example, in project meetings, I bring solutions, but then a senior engineer repeats it, and then it becomes the solution.",general career context,interpretive context,general,general
U3218-3,Master Interviews Transcripts.txt,Tobias,5178,5178,"Sorry, that sounds bitter, but it is true.",general career context,interpretive context,general,general
U3219-1,Master Interviews Transcripts.txt,Anna,5179,5179,No need to filter. That is useful detail.,ai tool usage,interpretive context,ai,general
U3220-1,Master Interviews Transcripts.txt,Tobias,5180,5180,"Another thing is performance reviews. We have the annual review, Jahresgespraech, and there is this rating system. And you have Zielvereinbarung, and you get feedback like, you did a good job, keep going, but nothing concrete.",actionability/structure,effectiveness equals actionability,general,actionability
U3220-2,Master Interviews Transcripts.txt,Tobias,5180,5180,"I asked for more responsibility, like owning a module, or being the main contact for a subproject. And my manager said, yes, maybe next year, first prove yourself. And I was thinking, I am already proving myself for two years.",ai tool usage,interpretive context,ai,general
U3221-1,Master Interviews Transcripts.txt,Anna,5181,5181,"So, vague feedback, no clear pathway.",general career context,interpretive context,general,general
U3222-1,Master Interviews Transcripts.txt,Tobias,5182,5182,"Yes. And also compensation, like salary band. There are bands.",general career context,interpretive context,general,general
U3222-2,Master Interviews Transcripts.txt,Tobias,5182,5182,"And promotions are cautious. It is not like startups where you change title every year. Here it is, wait, wait, wait.",ai tool usage,interpretive context,ai,general
U3222-3,Master Interviews Transcripts.txt,Tobias,5182,5182,"Which is okay. But I wanted at least a development plan. Like, tell me what to do.",actionability/structure,effectiveness equals actionability,general,actionability
U3222-4,Master Interviews Transcripts.txt,Tobias,5182,5182,"And instead it was, be patient, and be visible. And I hate the word visible. Because it feels like politics.",general career context,interpretive context,general,general
U3223-1,Master Interviews Transcripts.txt,Anna,5183,5183,"Mm. What did you interpret as the main reason you were under recognized. Was it technical skill, communication, politics, or something else?",ai tool usage,interpretive context,ai,general
U3224-1,Master Interviews Transcripts.txt,Tobias,5184,5184,"It is a mix. Technically I am good, but maybe not, like, brilliant genius. But I think that is okay.",general career context,interpretive context,general,general
U3224-2,Master Interviews Transcripts.txt,Tobias,5184,5184,"I think the bigger issue is, I am not the loud guy. In meetings, I speak when I have something. I am not doing this, look at me.",general career context,interpretive context,general,general
U3224-3,Master Interviews Transcripts.txt,Tobias,5184,5184,"And in that culture, the loud ones are sometimes seen as more senior. Also, I do a lot of support work. Like, fixing issues, helping others, doing the unpleasant tasks.",emotional support,interpretive context,general,general
U3224-4,Master Interviews Transcripts.txt,Tobias,5184,5184,"And that is important, but it is invisible. It is like, when everything works, nobody notices.",general career context,interpretive context,general,general
U3225-1,Master Interviews Transcripts.txt,Anna,5185,5185,"That is a very clear picture. In your mind, what were the options you were considering, before you booked coaching?",human coaching experience,interpretive context,human,general
U3226-1,Master Interviews Transcripts.txt,Tobias,5186,5186,"I had three options. One, stay and just endure and hope it gets better. Two, move internally, like to testing or project management, maybe to get different visibility.",general career context,interpretive context,general,general
U3226-2,Master Interviews Transcripts.txt,Tobias,5186,5186,"Three, leave the company, maybe even leave the supplier world, or go into consulting, which everyone suggests in Stuttgart if you are ambitious. Like, oh you should do Beratung, you can earn more, and you see many projects.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U3227-1,Master Interviews Transcripts.txt,Anna,5187,5187,"And which of those felt attractive, and which felt wrong?",general career context,interpretive context,general,general
U3228-1,Master Interviews Transcripts.txt,Tobias,5188,5189,"Consulting felt wrong emotionally. Like, I respect it, but it is not me. I like building stuff, understanding a product deeply, improving it.",emotional support,emotional support is limited,general,emotional support
U3228-2,Master Interviews Transcripts.txt,Tobias,5188,5189,"The idea of, like, flying Monday to Thursday, making slides, telling others what to do, it felt like, not authentic. But I still had the thought because people kept saying it. Internal move was interesting, but also risky because then you lose technical path.",general career context,effectiveness equals actionability,general,general
U3228-3,Master Interviews Transcripts.txt,Tobias,5188,5189,Staying was safe but depressing. So I wanted clarity. 3.,trust/safety experience,trust depends on presence and empathy,general,trust
U3228-4,Master Interviews Transcripts.txt,Tobias,5188,5189,Career support in general,emotional support,interpretive context,general,general
U3229-1,Master Interviews Transcripts.txt,Anna,5191,5191,"Before you went to private coaching, what kind of career support did you use in general. Mentors, friends, anything formal?",human coaching experience; emotional support,interpretive context,human,general
U3230-1,Master Interviews Transcripts.txt,Tobias,5192,5192,"Mostly informal. Friends from university, we talk. Sometimes my girlfriend, but she is in a different field, so it is more emotional support.",emotional support,emotional support is limited,human,emotional support
U3230-2,Master Interviews Transcripts.txt,Tobias,5192,5192,"I also talked to one former professor once, but it was a short call. And inside the company, there is something like mentoring program, but it is very, hm, formal, and you need approval. And I did not want to signal, like, I am unhappy.",human coaching experience,interpretive context,human,general
U3230-3,Master Interviews Transcripts.txt,Tobias,5192,5192,"Also, you know, in German companies, people talk. Confidentiality is not always real, even if they say it.",language barrier; privacy concern,interpretive context,general,privacy
U3231-1,Master Interviews Transcripts.txt,Anna,5193,5193,That is important. So you did not use internal HR career services.,human coaching experience,interpretive context,human,general
U3232-1,Master Interviews Transcripts.txt,Tobias,5194,5194,"Not really. HR is, in my perception, not for you, but for the company. That sounds cynical, but that is how it feels.",general career context,interpretive context,general,general
U3232-2,Master Interviews Transcripts.txt,Tobias,5194,5194,"They can help with forms, but not with, like, your personal strategy.",general career context,interpretive context,general,general
U3233-1,Master Interviews Transcripts.txt,Anna,5195,5195,"If you imagine ideal career support, what would it look like for you?",emotional support,interpretive context,general,general
U3234-1,Master Interviews Transcripts.txt,Tobias,5196,5196,"I wanted someone who understands the industry context, like automotive supplier, and also understands personality differences. Like, not everyone should be extroverted sales person. I wanted a structured approach, but not a template.",ethical boundary concern; actionability/structure; context sensitivity,template advice undermines trust; human adds nuance and context; ethics and honesty shape trust,general,ethics; context
U3234-2,Master Interviews Transcripts.txt,Tobias,5196,5196,"Like, ask me questions, understand my situation, and then help me plan. Also, I wanted confidentiality, and I wanted someone who can challenge me without shaming me.",privacy concern; actionability/structure,effectiveness equals actionability,general,privacy; actionability
U3235-1,Master Interviews Transcripts.txt,Anna,5197,5197,Challenge without shaming. Can you unpack that?,general career context,interpretive context,general,general
U3236-1,Master Interviews Transcripts.txt,Tobias,5198,5198,"Yes. Like, it is okay if someone says, Tobias, you avoid conflict, you need to practice. That is challenge.",general career context,interpretive context,general,general
U3236-2,Master Interviews Transcripts.txt,Tobias,5198,5198,"But if someone says, Tobias, you are too sensitive, everyone feels that, just toughen up, then it feels like, you are not okay as you are. That is shame. And then I close.",privacy concern,privacy caution limits disclosure,general,privacy
U3237-1,Master Interviews Transcripts.txt,Anna,5199,5199,"That distinction will matter later, I think.",general career context,interpretive context,general,general
U3238-1,Master Interviews Transcripts.txt,Tobias,5200,5201,Yes. 4)  Human coaching: experience and trust,trust/safety experience; human coaching experience,interpretive context,human,trust
U3239-1,Master Interviews Transcripts.txt,Anna,5202,5202,"Let us go into the private coaching experience. How did you find the coach, and why did you choose them?",human coaching experience,interpretive context,human,general
U3240-1,Master Interviews Transcripts.txt,Tobias,5203,5203,"I found him on LinkedIn. He had a lot of content, like, posts about career acceleration, engineering to leadership, that kind of thing. He positioned himself as former consultant, now coach, and he had testimonials.",cv wording; human coaching experience,interpretive context,human,general
U3240-2,Master Interviews Transcripts.txt,Tobias,5203,5203,"He also had a website, very polished. I was, like, okay, he is professional. And he offered a package, like, three sessions, plus some worksheets, and support by email.",ai tool usage; emotional support,interpretive context,ai,general
U3241-1,Master Interviews Transcripts.txt,Anna,5204,5204,What made you believe he would fit you?,matching/fit; ethical boundary concern,matching drives trust; ethics and honesty shape trust,general,ethics
U3242-1,Master Interviews Transcripts.txt,Tobias,5205,5205,"He said he worked with engineers. And he spoke about structure, like, we build a strategy, we clarify your value proposition, we plan next steps. That sounded good.",ai tool usage; actionability/structure,effectiveness equals actionability,ai,actionability
U3242-2,Master Interviews Transcripts.txt,Tobias,5205,5205,"And he had this thing, like, engineers are undervalued because they do not market themselves. That hit me. I was, like, yes, that is me.",general career context,interpretive context,general,general
U3243-1,Master Interviews Transcripts.txt,Anna,5206,5206,"How much was the package, roughly?",general career context,interpretive context,general,general
U3244-1,Master Interviews Transcripts.txt,Tobias,5207,5207,"It was around, um, 900 euros for three sessions. Something like that. It felt expensive, but I told myself, okay, investment.",general career context,interpretive context,general,general
U3245-1,Master Interviews Transcripts.txt,Anna,5208,5208,What were your expectations for session one?,general career context,interpretive context,general,general
U3246-1,Master Interviews Transcripts.txt,Tobias,5209,5209,"I expected that he would ask about my background, my job, what I want, what frustrates me. I expected, like, listening, and then maybe a framework. I also expected some empathy, not therapy, but, like, understanding.",general career context,trust depends on presence and empathy,general,general
U3246-2,Master Interviews Transcripts.txt,Tobias,5209,5209,And I expected confidentiality.,privacy concern,interpretive context,general,privacy
U3247-1,Master Interviews Transcripts.txt,Anna,5210,5210,"Okay. Walk me through session one, in detail. Where were you, what was the format, what happened?",ai tool usage,interpretive context,ai,general
U3248-1,Master Interviews Transcripts.txt,Tobias,5211,5211,"It was on Zoom. I was at home, in my small office corner. I even took notes.",general career context,interpretive context,general,general
U3248-2,Master Interviews Transcripts.txt,Tobias,5211,5211,"I was nervous. He joined, he was very energetic, like, hi Tobias, great to meet you, we will make you unstoppable. That kind of vibe.",general career context,interpretive context,general,general
U3248-3,Master Interviews Transcripts.txt,Tobias,5211,5211,"And I was, like, okay, a bit much, but fine.",general career context,interpretive context,general,general
U3249-1,Master Interviews Transcripts.txt,Anna,5212,5212,What happened next?,general career context,interpretive context,general,general
U3250-1,Master Interviews Transcripts.txt,Tobias,5213,5213,"He started with, like, a pitch. He talked for maybe ten minutes about his method. Like, I have a proven system, engineers go through these steps, and then they either move to consulting or leadership.",general career context,interpretive context,general,general
U3250-2,Master Interviews Transcripts.txt,Tobias,5213,5213,"He used those words a lot. Proven, system, method. And I was thinking, okay, but what about me.",general career context,interpretive context,general,general
U3251-1,Master Interviews Transcripts.txt,Anna,5214,5214,Did you feel space to interrupt?,general career context,interpretive context,general,general
U3252-1,Master Interviews Transcripts.txt,Tobias,5215,5215,"Not really. He was talking fast. I tried to say, yes, I work in a supplier, and he was like, yes, yes, automotive, I know, very hierarchical, and then he continued.",ethical boundary concern,ethics and honesty shape trust,general,ethics
U3252-2,Master Interviews Transcripts.txt,Tobias,5215,5215,It felt like he already knew the story.,general career context,interpretive context,general,general
U3253-1,Master Interviews Transcripts.txt,Anna,5216,5216,Was there a specific moment when trust dropped sharply for you?,trust/safety experience,interpretive context,general,trust
U3254-1,Master Interviews Transcripts.txt,Tobias,5217,5217,"Yes. It was when I described my performance review. I said, I feel under recognized, I do a lot, and the feedback is vague, and I feel frustrated, and also I feel, like, maybe I am too quiet, but I do not want to play politics.",ai tool usage,interpretive context,ai,general
U3254-2,Master Interviews Transcripts.txt,Tobias,5217,5217,"And he said, literally, everyone feels that. Everyone thinks they are under recognized. It is not special.",ai tool usage,interpretive context,ai,general
U3254-3,Master Interviews Transcripts.txt,Tobias,5217,5217,You need to stop complaining and start acting.,ai tool usage,interpretive context,ai,general
U3255-1,Master Interviews Transcripts.txt,Anna,5218,5218,"How did that land in your body, in that moment?",general career context,interpretive context,general,general
U3256-1,Master Interviews Transcripts.txt,Tobias,5219,5219,"My stomach dropped. Like, physically. I felt heat in my face.",general career context,interpretive context,general,general
U3256-2,Master Interviews Transcripts.txt,Tobias,5219,5219,"And my throat got tight. I remember I stopped breathing for a second.It felt like, okay, I made myself vulnerable, and he slapped it away. And then I became very careful.",trust/safety experience,trust depends on presence and empathy,general,trust
U3257-1,Master Interviews Transcripts.txt,Anna,5220,5220,What did you do after that in the conversation?,general career context,interpretive context,general,general
U3258-1,Master Interviews Transcripts.txt,Tobias,5221,5221,"I said, okay, yes, maybe. And I started to speak more generally. I did not share, for example, that I had some conflict with a senior colleague, or that I sometimes feel anxious before reviews.",ai tool usage,interpretive context,ai,general
U3258-2,Master Interviews Transcripts.txt,Tobias,5221,5221,I was not going to give him that information after that.,general career context,interpretive context,general,general
U3259-1,Master Interviews Transcripts.txt,Anna,5222,5222,So you moved from specifics to safer surface.,trust/safety experience,trust depends on presence and empathy,general,trust
U3260-1,Master Interviews Transcripts.txt,Tobias,5223,5223,"Exactly. Psychological safety went down. I did not use those words then, but that is what it was.",trust/safety experience,trust depends on presence and empathy,general,trust
U3261-1,Master Interviews Transcripts.txt,Anna,5224,5224,What did he do after saying that?,general career context,interpretive context,general,general
U3262-1,Master Interviews Transcripts.txt,Tobias,5225,5225,"He went into, like, narrative. He asked, what is your long term goal. I said, I want to be a senior engineer, maybe lead small team, but also stay technical.",ai tool usage,interpretive context,ai,general
U3262-2,Master Interviews Transcripts.txt,Tobias,5225,5225,"And he said, okay, then the fastest route is consulting. Because in consulting you learn to communicate, you get visibility, you get salary, and then you can go back to industry at a higher level. He said it like it is obvious.",ai tool usage,interpretive context,ai,general
U3263-1,Master Interviews Transcripts.txt,Anna,5226,5226,And how did you respond?,general career context,interpretive context,general,general
U3264-1,Master Interviews Transcripts.txt,Tobias,5227,5227,"I said, I am not sure consulting fits me. I like engineering. And he said, that is just fear.",ai tool usage; matching/fit,matching drives trust,ai,general
U3264-2,Master Interviews Transcripts.txt,Tobias,5227,5227,"Engineers always say they like engineering, but what they really want is recognition and money, and consulting gives that. And then he did something that felt judgmental. He said, you are the typical introverted engineer who hides behind technical details, and you need to become more of a leader type.",ai tool usage,interpretive context,ai,general
U3265-1,Master Interviews Transcripts.txt,Anna,5228,5228,That felt like a personality judgment.,general career context,interpretive context,general,general
U3266-1,Master Interviews Transcripts.txt,Tobias,5229,5229,"Yes. Because it was said with this, like, smile, like, I see through you. And I was thinking, you do not know me.",ai tool usage,interpretive context,ai,general
U3266-2,Master Interviews Transcripts.txt,Tobias,5229,5229,"Also, introverted is not a problem. And he used it like a diagnosis. Like, here is your defect.",general career context,interpretive context,general,general
U3267-1,Master Interviews Transcripts.txt,Anna,5230,5230,Did you say anything back?,general career context,interpretive context,general,general
U3268-1,Master Interviews Transcripts.txt,Tobias,5231,5231,"Not really. I laughed awkwardly. Like, hahahah, maybe.",general career context,interpretive context,general,general
U3268-2,Master Interviews Transcripts.txt,Tobias,5231,5231,"But inside I was, like, no. And then I started to distrust his intentions. I thought, he wants to sell a narrative that fits his method, not my situation.",trust/safety experience; matching/fit,matching drives trust,general,trust
U3269-1,Master Interviews Transcripts.txt,Anna,5232,5232,You used the word intentions. What did you think his intention was?,general career context,interpretive context,general,general
U3270-1,Master Interviews Transcripts.txt,Tobias,5233,5233,"It felt salesy. Like, he has a product, and the product is, push engineers to consulting or leadership branding. And I was not a person, I was a case.",general career context,interpretive context,general,general
U3270-2,Master Interviews Transcripts.txt,Tobias,5233,5233,"Like, case number 47. He even used examples, like, I had a client, mechanical engineer, moved to consulting, doubled salary. And I was, like, okay, but that is not necessarily my goal.",ethical boundary concern,ethics and honesty shape trust,general,ethics
